id,domain,protocol,responseStart,domInteractive,domComplete,nextHopProtocol,successful,protocol_verified
218,www.vungle.com,HTTP/3,215.10000000009316,434.79999999981374,2033.2000000001865,h3,True,True
224,www.withgoogle.com,HTTP/3,505.8000000002794,632.7000000001863,920.3000000002794,h3,True,True
228,www.example.com,HTTP/3,58.1999999997206,68.09999999962747,68.6999999997206,h3,True,True
231,www.imdb.com,HTTP/3,166.29999999981374,181.7999999998137,182.20000000018624,h3,True,True
234,www.researchgate.net,HTTP/3,58.39999999990687,83.39999999990687,295.10000000009313,h3,True,True
237,www.openai.com,HTTP/3,139.59499999973923,164.6549999997951,250.50999999977648,h3,True,True
240,www.who.int,HTTP/3,240.90000000037253,1332.4000000003723,1755.1000000000931,h3,True,True
243,www.shopify.com,HTTP/3,76.29999999981374,307.39999999990687,377.29999999981374,h3,True,True
247,www.youtube-nocookie.com,HTTP/3,104.10000000009312,117.5,218.90000000037253,h3,True,True
248,www.discord.com,HTTP/3,131.29999999981374,789.6999999997206,1329.8999999999069,h3,True,True
250,www.hubspot.com,HTTP/3,150.89999999990687,718.0999999996275,1017.7999999998136,h3,True,True
254,www.tinyurl.com,HTTP/3,274.60000000009313,420.89999999990687,2143.899999999907,h3,True,True
263,www.googleblog.com,HTTP/3,233.6999999997206,249.89999999990687,444.6999999997206,h3,True,True
265,www.crashlytics.com,HTTP/3,312.79999999981374,619.0999999996275,672.2999999998137,h3,True,True
266,www.tradingview.com,HTTP/3,54.700000000186265,1055.2000000001865,2350.7000000001863,h3,True,True
271,www.amazon.co.uk,HTTP/3,324.79999999981374,620.2000000001863,655.7000000001863,h3,True,True
276,www.mtgglobals.com,HTTP/3,89.0,119.79999999981374,154.89999999990687,h3,True,True
287,www.google.com.br,HTTP/3,155.6999999997206,273.0,562.1000000000931,h3,True,True
292,www.cpanel.net,HTTP/3,1769.7000000001865,3005.8000000002794,3670.399999999907,h3,True,True
295,www.go.com,HTTP/3,456.0999999996274,765.8999999999069,1257.6999999997206,h3,True,True
310,www.wiley.com,HTTP/3,218.09999999962747,339.0,344.0,h3,True,True
318,www.slideshare.net,HTTP/3,309.5,692.7000000001863,1152.7999999998135,h3,True,True
319,www.branch.io,HTTP/3,219.60000000009316,1125.6999999997206,1655.2999999998135,h3,True,True
321,www.forter.com,HTTP/3,255.10000000009316,515.3000000002794,2692.899999999907,h3,True,True
327,www.alibaba.com,HTTP/3,159.79999999981374,271.6999999997206,1723.5,h3,True,True
328,www.googletagservices.com,HTTP/3,113.10000000009312,127.1999999997206,200.5,h3,True,True
329,www.nature.com,HTTP/3,398.7000000001863,679.2999999998137,1390.2000000001865,h3,True,True
349,www.springer.com,HTTP/3,263.70000000018626,461.79999999981374,822.6000000000931,h3,True,True
371,www.google.de,HTTP/3,142.1999999997206,268.5,640.2999999998137,h3,True,True
375,www.pixabay.com,HTTP/3,514.4350000000559,536.320000000298,634.9799999999814,h3,True,True
392,www.independent.co.uk,HTTP/3,109.60000000009312,476.7000000001863,1393.7999999998135,h3,True,True
396,www.indeed.com,HTTP/3,49.200000000186265,115.0,116.70000000018626,h3,True,True
397,www.deepintent.com,HTTP/3,239.0,1152.0,2666.100000000093,h3,True,True
400,www.autodesk.com,HTTP/3,51.60000000009313,64.29999999981374,64.79999999981374,h3,True,True
411,www.quora.com,HTTP/3,160.29999999981374,336.29999999981374,544.7999999998137,h3,True,True
414,www.google.co.uk,HTTP/3,146.5,242.7999999998137,667.7000000001863,h3,True,True
420,www.temu.com,HTTP/3,101.90000000037251,485.4000000003725,487.7000000001863,h3,True,True
423,www.globo.com,HTTP/3,432.0999999996274,3407.0999999996275,4712.5,h3,True,True
439,www.amazon.de,HTTP/3,68.79999999981374,155.0,273.79999999981374,h3,True,True
444,www.kwai-pro.com,HTTP/3,943.3999999999068,1014.3999999999068,1018.3000000002794,h3,True,True
449,www.giphy.com,HTTP/3,24.399999999906868,61.39999999990687,530.0999999996275,h3,True,True
452,www.teamviewer.com,HTTP/3,125.10000000009312,417.60000000009313,1106.7000000001865,h3,True,True
456,www.wired.com,HTTP/3,59.39999999990687,433.39999999990687,1770.0,h3,True,True
457,www.g.page,HTTP/3,929.6999999997206,1008.0,1054.8999999999069,h3,True,True
461,www.behance.net,HTTP/3,118.60000000009312,197.20000000018624,1652.8000000002794,h3,True,True
468,www.mediatek.com,HTTP/3,468.5,1542.7000000001865,2438.7000000001863,h3,True,True
473,www.addtoany.com,HTTP/3,38.799999999813735,66.29999999981374,172.39999999990687,h3,True,True
486,www.ft.com,HTTP/3,256.5,664.1999999997206,1129.0,h3,True,True
487,www.scribd.com,HTTP/3,333.8000000002794,755.5,1200.9000000003723,h3,True,True
493,www.indiatimes.com,HTTP/3,334.79999999981374,810.5999999996275,1993.0,h3,True,True
494,www.myshopify.com,HTTP/3,385.5,495.2000000001863,526.8999999999069,h3,True,True
495,www.wix.com,HTTP/3,72.59999999962747,536.3999999999069,1230.1999999997206,h3,True,True
497,www.cnet.com,HTTP/3,168.40000000037253,286.60000000009313,2479.8000000002794,h3,True,True
499,www.ietf.org,HTTP/3,361.1999999997206,638.6999999997206,835.0,h3,True,True
500,www.rlcdn.com,HTTP/3,183.8000000002794,199.40000000037253,199.8000000002794,h3,True,True
502,www.google.com.hk,HTTP/3,129.40000000037253,291.60000000009313,646.9000000003725,h3,True,True
505,www.berkeley.edu,HTTP/3,820.2000000001863,1196.6000000000931,1833.100000000093,h3,True,True
506,www.apnews.com,HTTP/3,218.10000000009316,1698.8999999999069,3415.100000000093,h3,True,True
509,www.media.net,HTTP/3,509.0999999996274,780.5,2033.5,h3,True,True
516,www.blogger.com,HTTP/3,276.8000000002794,509.60000000009313,646.3000000002794,h3,True,True
520,www.target.com,HTTP/3,662.1000000000931,1176.3999999999069,2923.100000000093,h3,True,True
522,www.google.ca,HTTP/3,138.89999999990687,280.39999999990687,635.5999999996275,h3,True,True
531,www.plesk.com,HTTP/3,321.6999999997206,956.8999999999068,1617.2999999998135,h3,True,True
533,www.google.fr,HTTP/3,145.20000000018626,268.0,556.3999999999069,h3,True,True
535,www.deepl.com,HTTP/3,121.8000000002794,294.39999999990687,383.5,h3,True,True
542,www.britannica.com,HTTP/3,267.79999999981374,779.3999999999069,2190.0999999996275,h3,True,True
550,www.buzzfeed.com,HTTP/3,219.6999999997206,463.1999999997206,1010.7999999998136,h3,True,True
559,www.google.co.jp,HTTP/3,188.70000000018624,372.5,769.6000000000931,h3,True,True
563,www.tripadvisor.com,HTTP/3,150.5,209.8000000002794,477.0,h3,True,True
568,www.tandfonline.com,HTTP/3,117.4250000002794,138.07500000018626,234.9200000003912,h3,True,True
573,www.merriam-webster.com,HTTP/3,178.10000000009313,428.2000000001863,1769.6000000000931,h3,True,True
580,www.amazon.co.jp,HTTP/3,323.10000000009313,1068.1999999997206,2199.5,h3,True,True
589,www.shutterstock.com,HTTP/3,73.60000000009313,124.89999999990688,690.1999999997206,h3,True,True
613,www.yelp.com,HTTP/3,836.2000000001863,962.3000000002794,1658.8000000002794,h3,True,True
615,www.optimizely.com,HTTP/3,393.60000000009313,1274.2000000001865,2689.399999999907,h3,True,True
621,www.fandom.com,HTTP/3,55.799999999813735,515.7999999998137,626.0999999996275,h3,True,True
623,www.threads.net,HTTP/3,242.20000000018624,1160.1000000000931,1363.6000000000931,h3,True,True
624,www.google.co.in,HTTP/3,141.70000000018626,265.39999999990687,549.7999999998137,h3,True,True
628,www.delfi.lt,HTTP/3,575.2000000001863,1484.7000000001865,5152.100000000093,h3,True,True
632,www.tapad.com,HTTP/3,197.20000000018624,780.1000000000931,1635.6000000000931,h3,True,True
633,www.google.es,HTTP/3,130.8000000002794,267.3000000002794,608.0,h3,True,True
646,www.fb.com,HTTP/3,287.3000000002794,618.2000000001863,760.3999999999069,h3,True,True
650,www.google.it,HTTP/3,220.10000000009316,376.5,813.1000000000931,h3,True,True
655,www.pendo.io,HTTP/3,261.1000000005588,1257.300000000745,3514.0,h3,True,True
656,www.theverge.com,HTTP/3,52.200000000186265,104.1000000005588,1775.6000000005588,h3,True,True
662,www.intercom.io,HTTP/3,463.4000000003725,596.1000000005588,1283.800000000745,h3,True,True
663,www.amazon.ca,HTTP/3,481.2000000001863,599.7999999998137,954.3999999994412,h3,True,True
666,www.box.com,HTTP/3,57.5,416.0,613.0,h3,True,True
672,www.amazon.fr,HTTP/3,139.20000000018626,245.5,359.1000000005588,h3,True,True
676,www.latimes.com,HTTP/3,235.40000000037253,984.7999999998136,1208.0,h3,True,True
684,www.amazon.in,HTTP/3,142.29999999981374,215.8999999994412,336.69999999925494,h3,True,True
700,www.webmd.com,HTTP/3,520.7000000001863,808.4000000003725,1695.300000000745,h3,True,True
710,www.gumgum.com,HTTP/3,1772.2000000001865,2391.2999999998137,2618.7000000001863,h3,True,True
712,www.airbnb.com,HTTP/3,47.19999999925494,1009.5999999996276,1011.1999999992548,h3,True,True
713,www.mediafire.com,HTTP/3,193.09999999962747,580.9000000003725,1323.7000000001865,h3,True,True
716,www.bugsnag.com,HTTP/3,237.2999999998137,569.2999999998137,1537.8999999994412,h3,True,True
722,www.wyzecam.com,HTTP/3,20.299999999813732,699.0,1160.7000000001865,h3,True,True
723,www.appspot.com,HTTP/3,594.7999999998137,734.0,749.2000000001863,h3,True,True
745,www.typeform.com,HTTP/3,3402.9000000003725,3913.600000000559,4436.5,h3,True,True
749,www.discordapp.com,HTTP/3,173.59999999962747,880.7000000001863,1399.7000000001865,h3,True,True
751,www.nikkei.com,HTTP/3,44.60000000055879,759.9000000003725,1063.2000000001865,h3,True,True
758,www.heylink.me,HTTP/3,87.07000000029802,106.24500000011176,874.2750000003725,h3,True,True
765,www.name.com,HTTP/3,86.20000000018626,447.7000000001863,903.7999999998136,h3,True,True
769,www.perfectdomain.com,HTTP/3,260.0800000000745,281.23499999940395,830.4050000002608,h3,True,True
770,www.mgid.com,HTTP/3,52.700000000186265,326.20000000018626,1607.7000000001865,h3,True,True
771,www.google.cn,HTTP/3,113.5,128.70000000018626,175.29999999981374,h3,True,True
772,www.amazon.it,HTTP/3,68.20000000018626,177.5,271.5,h3,True,True
785,www.onlyfans.com,HTTP/3,81.62000000011176,98.875,442.37000000011176,h3,True,True
787,www.xbox.com,HTTP/3,151.40000000037253,939.2999999998136,1988.1000000005588,h3,True,True
790,www.allaboutcookies.org,HTTP/3,186.1999999992549,277.69999999925494,481.79999999981374,h3,True,True
791,www.liftoff.io,HTTP/3,906.7999999998136,2023.5,3697.699999999255,h3,True,True
793,www.sportradar.com,HTTP/3,89.59999999962747,252.20000000018624,321.8999999994412,h3,True,True
797,www.nest.com,HTTP/3,227.90000000037253,302.0,302.29999999981374,h3,True,True
798,www.recaptcha.net,HTTP/3,85.30000000074506,100.70000000018626,195.1000000005588,h3,True,True
800,www.substack.com,HTTP/3,525.2000000001863,921.5,2115.2999999998137,h3,True,True
802,www.life360.com,HTTP/3,39.09999999962747,146.0,147.29999999981374,h3,True,True
811,www.linode.com,HTTP/3,3127.5999999996275,9378.200000000186,10440.39999999944,h3,True,True
814,www.arxiv.org,HTTP/3,195.20000000018624,315.20000000018626,317.0,h3,True,True
815,www.upwork.com,HTTP/3,208.31000000052157,250.945000000298,341.660000000149,h3,True,True
816,www.google.pl,HTTP/3,161.6000000005588,279.79999999981374,570.1000000005588,h3,True,True
822,www.amazon.es,HTTP/3,333.40000000037253,629.6000000005588,672.0,h3,True,True
831,www.fbsbx.com,HTTP/3,81.3999999994412,100.0,100.3999999994412,h3,True,True
832,www.unpkg.com,HTTP/3,126.70000000018626,282.0,537.9000000003725,h3,True,True
835,www.spotifycdn.com,HTTP/3,56.700000000186265,66.70000000018626,67.1000000005588,h3,True,True
846,www.google.com.tr,HTTP/3,166.29999999981374,290.90000000037253,660.5,h3,True,True
848,www.google.com.mx,HTTP/3,161.19999999925494,281.8999999994412,686.8999999994412,h3,True,True
850,www.spamhaus.org,HTTP/3,83.1000000005588,412.0,940.8000000007452,h3,True,True
856,www.coingecko.com,HTTP/3,175.14499999955297,327.9199999999255,446.5049999998882,h3,True,True
868,www.huffpost.com,HTTP/3,63.700000000186265,585.2000000001863,1239.0,h3,True,True
869,www.discogs.com,HTTP/3,66.54000000003725,87.48500000033528,188.73500000033528,h3,True,True
870,www.kick.com,HTTP/3,58.82000000029802,76.51499999966472,169.035000000149,h3,True,True
874,www.biblegateway.com,HTTP/3,59.59999999962747,554.0999999996275,1695.2999999998135,h3,True,True
875,www.freepik.com,HTTP/3,57.700000000186265,68.5,68.90000000037253,h3,True,True
891,www.adblockplus.org,HTTP/3,16.0,274.20000000018626,276.09999999962747,h3,True,True
896,www.amazon.com.br,HTTP/3,477.1999999992549,579.0,904.5,h3,True,True
903,www.chess.com,HTTP/3,283.20000000018626,467.5,585.0999999996275,h3,True,True
904,www.chaturbate.com,HTTP/3,432.79999999981374,2022.8999999994408,2459.7999999998137,h3,True,True
916,www.readthedocs.io,HTTP/3,888.1000000005588,1533.9000000003723,2200.100000000559,h3,True,True
919,www.onesignal.com,HTTP/3,133.1000000005588,520.3000000007451,1157.300000000745,h3,True,True
922,www.openstreetmap.org,HTTP/3,603.0999999996275,1431.8999999994412,1439.0999999996277,h3,True,True
923,www.repubblica.it,HTTP/3,35.200000000186265,426.29999999981374,1478.1000000005588,h3,True,True
930,www.pexels.com,HTTP/3,63.93500000052154,81.12999999988824,181.4750000005588,h3,True,True
931,www.onet.pl,HTTP/3,77.90000000037253,127.70000000018626,1242.5999999996277,h3,True,True
933,www.curseforge.com,HTTP/3,68.27999999932945,88.13999999966472,186.79000000003725,h3,True,True
937,www.character.ai,HTTP/3,770.9000000003725,857.4000000003725,1102.2999999998135,h3,True,True
940,www.python.org,HTTP/3,47.30000000074506,344.70000000018626,383.30000000074506,h3,True,True
945,www.alphonso.tv,HTTP/3,191.5,275.1000000005588,988.0,h3,True,True
950,www.ryanair.com,HTTP/3,101.1000000005588,251.0,1144.9000000003723,h3,True,True
951,www.express.co.uk,HTTP/3,212.70000000018624,684.7000000001863,1499.9000000003723,h3,True,True
954,www.eporner.com,HTTP/3,325.1000000005588,635.4000000003725,769.1000000005588,h3,True,True
960,www.ancestry.com,HTTP/3,68.1000000005588,573.6000000005588,1065.1000000005588,h3,True,True
964,www.figma.com,HTTP/3,52.5,116.30000000074506,718.9000000003725,h3,True,True
976,www.umich.edu,HTTP/3,438.4750000005588,463.125,562.5300000002608,h3,True,True
977,www.pixiv.net,HTTP/3,673.5250000003725,695.679999999702,1052.1650000000373,h3,True,True
980,www.jetbrains.com,HTTP/3,54.90000000037253,479.0,2378.7999999998137,h3,True,True
990,www.economist.com,HTTP/3,665.7000000001863,1293.9000000003723,2296.0,h3,True,True
993,www.wikihow.com,HTTP/3,154.0,443.6000000005588,1442.5,h3,True,True
1008,www.amazon.com.mx,HTTP/3,459.2000000001863,560.5999999996275,923.7999999998136,h3,True,True
1021,www.bol.com,HTTP/3,81.0,619.2999999998137,659.2999999998137,h3,True,True
1028,www.screenrant.com,HTTP/3,319.3999999994412,686.8999999994412,719.6999999992549,h3,True,True
1031,www.sportskeeda.com,HTTP/3,129.0,198.90000000037253,530.2000000001863,h3,True,True
1032,www.goal.com,HTTP/3,99.70000000018626,609.2999999998137,1523.9000000003723,h3,True,True
1039,www.sportybet.com,HTTP/3,220.20000000018624,314.3999999994412,2326.2000000001863,h3,True,True
1045,www.terra.com.br,HTTP/3,757.9000000003725,3932.2999999998137,4191.600000000559,h3,True,True
1049,www.jstor.org,HTTP/3,276.5,376.6000000005588,1464.9000000003723,h3,True,True
1069,www.hotstar.com,HTTP/3,44.799999999813735,68.70000000018626,350.90000000037253,h3,True,True
1074,www.poki.com,HTTP/3,277.5,689.2999999998137,921.7000000001864,h3,True,True
1081,www.google.ru,HTTP/3,122.29999999981374,257.59999999962747,613.8999999994412,h3,True,True
1086,www.jimdo.com,HTTP/3,71.0,397.0,403.29999999981374,h3,True,True
1088,www.spankbang.com,HTTP/3,151.6000000005588,170.0,237.40000000037253,h3,True,True
1093,www.xhamster.desi,HTTP/3,954.0,1304.7000000001865,2142.2000000001863,h3,True,True
1109,www.clarin.com,HTTP/3,76.79999999981374,434.3999999994412,2348.899999999441,h3,True,True
1112,www.nintendo.com,HTTP/3,66.29999999981374,467.5,1042.7000000001865,h3,True,True
1117,www.20minutos.es,HTTP/3,73.09999999962747,303.29999999981374,1191.7999999998135,h3,True,True
1124,www.mlb.com,HTTP/3,365.0999999996274,1406.3999999994412,6059.299999999814,h3,True,True
1125,www.fb.me,HTTP/3,242.5,573.7999999998137,758.7000000001863,h3,True,True
1126,www.wise.com,HTTP/3,846.5,898.4000000003725,2661.5,h3,True,True
1131,www.sonobi.com,HTTP/3,26.0,199.5,470.0999999996274,h3,True,True
1132,www.archiveofourown.org,HTTP/3,341.90000000037253,558.4000000003725,574.5,h3,True,True
1137,www.aftonbladet.se,HTTP/3,75.70000000018626,135.30000000074506,1046.0,h3,True,True
1139,www.flashscore.com,HTTP/3,50.80000000074506,336.30000000074506,693.0,h3,True,True
1140,www.biomedcentral.com,HTTP/3,94.8999999994412,131.29999999981374,572.5999999996275,h3,True,True
1141,www.hltv.org,HTTP/3,66.53499999921769,88.17999999970198,182.2749999994412,h3,True,True
1143,www.newyorker.com,HTTP/3,49.30000000074506,508.6000000005588,2199.5,h3,True,True
1148,www.youporn.com,HTTP/3,193.70000000018624,558.0,823.4000000003725,h3,True,True
1155,www.rule34.xxx,HTTP/3,200.59999999962747,284.09999999962747,315.3999999994412,h3,True,True
1167,www.notion.so,HTTP/3,360.0,409.0,1222.0,h3,True,True
1172,www.faphouse.com,HTTP/3,538.5999999996275,1001.0,2472.399999999441,h3,True,True
1176,www.vg.no,HTTP/3,181.40000000037253,647.9000000003725,789.6000000005588,h3,True,True
1185,www.pravda.ru,HTTP/3,64.84500000067055,84.39500000048429,174.8950000004843,h3,True,True
1199,www.cookpad.com,HTTP/3,40.30000000074506,463.0,587.8000000007451,h3,True,True
1217,www.janitorai.com,HTTP/3,105.0,214.2999999998137,218.2999999998137,h3,True,True
1222,www.zdnet.com,HTTP/3,185.2999999998137,254.7999999998137,1676.7999999998135,h3,True,True
1226,www.redtube.com,HTTP/3,270.0,659.7000000001863,909.2000000001864,h3,True,True
1227,www.trustarc.com,HTTP/3,233.40000000037253,388.9000000003725,590.1000000005588,h3,True,True
1228,www.fdown.net,HTTP/3,71.5,96.0,192.0,h3,True,True
1229,www.tgju.org,HTTP/3,96.80000000074506,825.5,978.8000000007452,h3,True,True
1234,www.fanfiction.net,HTTP/3,59.13499999977648,78.5449999999255,171.59999999962747,h3,True,True
1236,www.indiamart.com,HTTP/3,177.20000000018626,1315.7000000001865,2228.2000000001863,h3,True,True
1237,www.esxdos.org,HTTP/3,175.20000000018626,283.70000000018626,295.70000000018626,h3,True,True
1245,www.livescore.com,HTTP/3,116.70000000018626,163.79999999981374,735.5999999996275,h3,True,True
1256,www.googleapis.cn,HTTP/3,172.29999999981374,185.3999999994412,281.0,h3,True,True
1257,www.fetlife.com,HTTP/3,162.04999999981374,183.51999999955297,274.09499999973923,h3,True,True
1260,www.4chan.org,HTTP/3,155.75,176.98499999940395,289.320000000298,h3,True,True
1273,www.business.site,HTTP/3,197.0,213.5,321.59999999962747,h3,True,True
1274,www.xhamster2.com,HTTP/3,1134.3999999994412,1442.8999999994412,2354.0999999996275,h3,True,True
1283,www.constantcontact.com,HTTP/3,129.42499999981374,151.4449999993667,1016.9049999993294,h3,True,True
1288,www.amazon.eg,HTTP/3,150.6000000005588,473.0,497.7000000001863,h3,True,True
1290,www.meesho.com,HTTP/3,102.29999999981374,115.79999999981374,116.40000000037251,h3,True,True
1294,www.donmai.us,HTTP/3,141.6000000005588,161.95000000018626,260.41500000003725,h3,True,True
1296,www.namu.wiki,HTTP/3,616.9000000003725,925.8000000007452,1557.7000000001865,h3,True,True
1300,www.oneindia.com,HTTP/3,65.1000000005588,180.5,184.70000000018624,h3,True,True
1302,www.futbin.com,HTTP/3,68.80000000074506,698.4000000003725,3383.9000000003725,h3,True,True
1317,www.ilmessaggero.it,HTTP/3,140.70000000018626,684.9000000003725,1632.5,h3,True,True
1321,www.stripchat.com,HTTP/3,165.20000000018626,569.2000000001863,1047.0999999996277,h3,True,True
1327,www.gamer.com.tw,HTTP/3,1651.7000000001865,3291.9000000003725,5282.599999999628,h3,True,True
1337,www.unifi-ai.com,HTTP/3,191.0,203.7999999998137,204.20000000018624,h3,True,True
1345,www.imhentai.xxx,HTTP/3,382.29999999981374,2617.199999999255,3030.2999999998137,h3,True,True
1352,www.ntppool.org,HTTP/3,167.79999999981374,402.5999999996274,1246.9000000003723,h3,True,True
1359,www.e-hentai.org,HTTP/3,170.5,228.80000000074503,1671.300000000745,h3,True,True
1364,www.xhamster43.desi,HTTP/3,1097.7999999998135,1348.2999999998135,2330.7999999998137,h3,True,True
1365,www.xxxbp.tv,HTTP/3,138.70000000018626,371.29999999981374,378.79999999981374,h3,True,True
1366,www.missav.ws,HTTP/3,208.5,324.5,326.20000000018626,h3,True,True
1367,www.superporn.com,HTTP/3,711.0,1404.1000000005588,1901.4000000003723,h3,True,True
1370,www.fanpage.it,HTTP/3,139.20000000018626,152.20000000018626,152.59999999962747,h3,True,True
1384,www.inps.it,HTTP/3,67.70000000018626,419.5999999996274,473.3999999994412,h3,True,True
1385,www.18comic.vip,HTTP/3,73.42500000074506,93.74500000011176,399.75,h3,True,True
1393,www.hollywoodbets.net,HTTP/3,87.10500000044703,105.99000000022352,203.2050000000745,h3,True,True
1394,www.hanime1.me,HTTP/3,392.535000000149,418.79999999981374,1706.6500000003723,h3,True,True
1399,www.fatalmodel.com,HTTP/3,404.7000000001863,870.5,906.2999999998136,h3,True,True
1405,www.expedia.com,HTTP/3,126.5,242.59999999962747,727.5,h3,True,True
1406,www.protothema.gr,HTTP/3,102.59999999962749,472.0,912.2999999998136,h3,True,True
1408,www.xhamster3.com,HTTP/3,1191.5999999996277,1592.699999999255,2719.699999999255,h3,True,True
1416,www.bookmyshow.com,HTTP/3,324.6000000005588,445.7000000001863,447.4000000003725,h3,True,True
1417,www.jutarnji.hr,HTTP/3,168.0,1108.0,4653.899999999441,h3,True,True
1420,www.typing.com,HTTP/3,48.5,518.2999999998137,727.2000000001863,h3,True,True
1422,www.blic.rs,HTTP/3,60.09999999962747,1033.9000000003723,1367.0999999996277,h3,True,True
1432,www.xhamster1.desi,HTTP/3,1111.5,1344.1000000005588,2270.4000000003725,h3,True,True
1441,www.tori.fi,HTTP/3,172.1000000005588,1427.4000000003723,1904.6000000005588,h3,True,True
1442,www.fastcompany.com,HTTP/3,82.3999999994412,162.59999999962747,358.19999999925494,h3,True,True
1446,www.manoramaonline.com,HTTP/3,653.6000000005588,2014.2999999998135,2734.7000000001863,h3,True,True
1447,www.xnxx.health,HTTP/3,109.70000000018626,772.2000000001863,1552.5999999996277,h3,True,True
1449,www.mat6tube.com,HTTP/3,89.20000000018626,113.90000000037251,168.20000000018626,h3,True,True
1450,www.luxuretv.com,HTTP/3,210.6000000005588,229.70000000018624,238.30000000074503,h3,True,True
1451,www.ssstik.io,HTTP/3,235.7999999998137,341.3999999994412,1013.5,h3,True,True
1452,www.snaptik.app,HTTP/3,226.6000000005588,368.7000000001863,388.80000000074506,h3,True,True
1456,www.happymod.com,HTTP/3,1340.5,1462.7000000001865,1949.6000000005588,h3,True,True
1457,www.3bmeteo.com,HTTP/3,93.0,312.29999999981374,672.7999999998137,h3,True,True
1459,www.oecd.org,HTTP/3,138.1000000005588,578.6000000005588,1176.4000000003723,h3,True,True
